PKUID,ID,ROW,COL,BORDER,ACTIVE,TOP,BOTTOM,THICKNESS,STRT,KX,KY,KZ,SS,SY,NT,NE,WETDRY
7219,0,28,19,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7220,0,28,20,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7221,0,28,21,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7222,0,28,22,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7223,0,28,23,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7224,0,28,24,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7225,0,28,25,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7226,0,28,26,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7227,0,28,27,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7228,0,28,28,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7229,0,28,29,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7230,0,28,30,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7231,0,28,31,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7232,0,28,32,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7233,0,28,33,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7234,0,28,34,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7235,0,28,35,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7236,0,28,36,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7237,0,28,37,0,1,0.0876,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7238,0,28,38,0,1,1.8159,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7239,0,28,39,0,1,5.5324,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7240,0,28,40,0,1,10.4188,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7241,0,28,41,0,1,12.1289,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7242,0,28,42,0,1,11.5515,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7243,0,28,43,0,1,11.1918,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7244,0,28,44,0,1,10.6239,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7245,0,28,45,0,1,9.7238,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7246,0,28,46,0,1,9.0325,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7247,0,28,47,0,1,8.1952,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7248,0,28,48,0,1,7.3762,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7249,0,28,49,0,1,6.0452,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7250,0,28,50,0,1,3.5822,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7251,0,28,51,0,1,3.5635,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7252,0,28,52,0,1,3.3282,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7253,0,28,53,0,1,3.0696,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7254,0,28,54,0,1,2.7304,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7255,0,28,55,0,1,2.2435,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7256,0,28,56,0,1,1.7059,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7257,0,28,57,0,1,1.8563,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7258,0,28,58,0,1,2.4801,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7259,0,28,59,0,1,4.0701,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7260,0,28,60,0,1,1.9554,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7261,0,28,61,0,1,0.2315,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7262,0,28,62,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7263,0,28,63,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7264,0,28,64,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7265,0,28,65,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7266,0,28,66,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7267,0,28,67,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7268,0,28,68,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7269,0,28,69,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7270,0,28,70,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7271,0,28,71,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7272,0,28,72,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7273,0,28,73,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7274,0,28,74,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7275,0,28,75,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7276,0,28,76,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7277,0,28,77,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7278,0,28,78,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7279,0,28,79,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7280,0,28,80,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7281,0,28,81,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7282,0,28,82,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7283,0,28,83,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7284,0,28,84,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7285,0,28,85,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7286,0,28,86,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7287,0,28,87,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7288,0,28,88,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7289,0,28,89,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7290,0,28,90,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7291,0,28,91,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7292,0,28,92,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7293,0,28,93,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7294,0,28,94,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7295,0,28,95,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7296,0,28,96,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7297,0,28,97,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7298,0,28,98,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7299,0,28,99,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7300,0,28,100,1,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7301,0,27,1,1,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7302,0,27,2,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7303,0,27,3,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7304,0,27,4,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7305,0,27,5,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7306,0,27,6,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7307,0,27,7,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7308,0,27,8,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7309,0,27,9,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7310,0,27,10,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7311,0,27,11,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7312,0,27,12,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7313,0,27,13,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7314,0,27,14,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7315,0,27,15,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7316,0,27,16,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7317,0,27,17,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7318,0,27,18,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7319,0,27,19,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7320,0,27,20,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7321,0,27,21,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7322,0,27,22,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7323,0,27,23,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7324,0,27,24,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7325,0,27,25,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7326,0,27,26,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7327,0,27,27,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7328,0,27,28,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7329,0,27,29,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7330,0,27,30,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7331,0,27,31,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7332,0,27,32,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7333,0,27,33,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7334,0,27,34,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7335,0,27,35,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7336,0,27,36,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7337,0,27,37,0,1,0.007,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7338,0,27,38,0,1,0.4921,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7339,0,27,39,0,1,2.1381,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7340,0,27,40,0,1,5.7558,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7341,0,27,41,0,1,10.6894,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7342,0,27,42,0,1,11.3527,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7343,0,27,43,0,1,10.7428,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7344,0,27,44,0,1,9.9562,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7345,0,27,45,0,1,9.0255,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7346,0,27,46,0,1,8.3024,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7347,0,27,47,0,1,7.5559,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7348,0,27,48,0,1,6.9453,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7349,0,27,49,0,1,5.1454,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7350,0,27,50,0,1,3.3511,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7351,0,27,51,0,1,3.2738,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7352,0,27,52,0,1,3.4863,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7353,0,27,53,0,1,3.3072,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7354,0,27,54,0,1,3.1427,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7355,0,27,55,0,1,2.81,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7356,0,27,56,0,1,2.5328,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7357,0,27,57,0,1,2.7854,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7358,0,27,58,0,1,4.2364,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7359,0,27,59,0,1,2.6146,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7360,0,27,60,0,1,0.2827,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7361,0,27,61,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7362,0,27,62,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7363,0,27,63,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7364,0,27,64,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7365,0,27,65,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7366,0,27,66,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7367,0,27,67,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7368,0,27,68,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7369,0,27,69,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7370,0,27,70,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7371,0,27,71,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7372,0,27,72,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7373,0,27,73,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7374,0,27,74,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7375,0,27,75,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7376,0,27,76,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7377,0,27,77,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7378,0,27,78,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7379,0,27,79,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7380,0,27,80,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7381,0,27,81,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7382,0,27,82,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7383,0,27,83,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7384,0,27,84,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7385,0,27,85,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7386,0,27,86,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7387,0,27,87,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7388,0,27,88,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7389,0,27,89,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7390,0,27,90,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7391,0,27,91,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7392,0,27,92,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7393,0,27,93,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7394,0,27,94,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7395,0,27,95,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7396,0,27,96,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7397,0,27,97,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7398,0,27,98,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7399,0,27,99,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7400,0,27,100,1,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7401,0,26,1,1,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7402,0,26,2,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7403,0,26,3,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7404,0,26,4,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7405,0,26,5,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7406,0,26,6,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7407,0,26,7,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7408,0,26,8,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7409,0,26,9,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7410,0,26,10,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7411,0,26,11,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7412,0,26,12,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7413,0,26,13,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7414,0,26,14,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7415,0,26,15,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7416,0,26,16,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7417,0,26,17,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7418,0,26,18,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7419,0,26,19,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7420,0,26,20,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7421,0,26,21,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7422,0,26,22,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7423,0,26,23,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7424,0,26,24,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7425,0,26,25,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7426,0,26,26,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7427,0,26,27,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7428,0,26,28,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7429,0,26,29,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7430,0,26,30,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7431,0,26,31,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7432,0,26,32,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7433,0,26,33,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7434,0,26,34,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7435,0,26,35,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7436,0,26,36,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7437,0,26,37,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7438,0,26,38,0,1,0.0004,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7439,0,26,39,0,1,0.2852,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7440,0,26,40,0,1,1.9438,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7441,0,26,41,0,1,5.9175,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7442,0,26,42,0,1,10.2343,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7443,0,26,43,0,1,10.4954,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7444,0,26,44,0,1,9.7166,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7445,0,26,45,0,1,8.826,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7446,0,26,46,0,1,7.7602,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7447,0,26,47,0,1,6.566,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7448,0,26,48,0,1,5.746,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7449,0,26,49,0,1,4.1711,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7450,0,26,50,0,1,3.0286,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7451,0,26,51,0,1,2.8399,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7452,0,26,52,0,1,3.4714,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7453,0,26,53,0,1,3.4954,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7454,0,26,54,0,1,3.3531,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7455,0,26,55,0,1,2.3987,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7456,0,26,56,0,1,2.4543,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7457,0,26,57,0,1,4.2103,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7458,0,26,58,0,1,2.9487,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7459,0,26,59,0,1,0.5205,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7460,0,26,60,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7461,0,26,61,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7462,0,26,62,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7463,0,26,63,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7464,0,26,64,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7465,0,26,65,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7466,0,26,66,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7467,0,26,67,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7468,0,26,68,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7469,0,26,69,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7470,0,26,70,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7471,0,26,71,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7472,0,26,72,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7473,0,26,73,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7474,0,26,74,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7475,0,26,75,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7476,0,26,76,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7477,0,26,77,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7478,0,26,78,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7479,0,26,79,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7480,0,26,80,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
7481,0,26,81,0,1,0,-150,160,1,0.001,0.001,0.0001,0.001,0.1,1,1,-0.01
